genepop_output_femaleshunted.txt
L1, L2, L3, L4, L5, L6, L7, L8, L9, L10, L11, L12, L13, L14, L15, L16, L17, L18, L19, L20, L21, L22, L23, L24
Pop
H409 ,  0105 0106 0105 0105 0108 0109 0107 0107 0200 0208 0203 0203 0104 0104 0103 0104 0108 0108 0106 0106 0106 0106 0104 0104
H413 ,  0105 0106 0106 0106 0108 0108 0107 0107 0109 0200 0203 0203 0105 0105 0103 0105 0108 0108 0106 0106 0106 0106 0105 0105
H419 ,  0104 0106 0105 0106 0108 0109 0106 0107 0200 0200 0203 0204 0000 0000 0103 0104 0108 0108 0106 0107 0106 0106 0104 0104
H420 ,  0104 0106 0106 0106 0108 0109 0107 0107 0109 0200 0203 0204 0000 0000 0104 0104 0108 0108 0106 0106 0107 0107 0104 0104
H421 ,  0106 0106 0105 0106 0108 0109 0107 0107 0200 0200 0204 0205 0000 0000 0104 0105 0108 0108 0106 0107 0106 0106 0104 0105
H435 ,  0105 0106 0106 0106 0108 0108 0107 0107 0200 0200 0204 0205 0000 0000 0104 0105 0108 0108 0106 0106 0106 0106 0104 0105
H436 ,  0106 0106 0104 0105 0108 0109 0107 0107 0109 0200 0203 0204 0000 0000 0103 0105 0108 0108 0105 0107 0106 0107 0104 0104
H437 ,  0105 0106 0105 0106 0108 0108 0106 0106 0109 0208 0203 0204 0000 0000 0102 0104 0108 0108 0106 0106 0106 0106 0104 0104
H445 ,  0106 0106 0105 0106 0108 0108 0106 0107 0200 0200 0203 0204 0000 0000 0104 0105 0108 0108 0106 0107 0105 0106 0104 0104
H449 ,  0106 0106 0105 0106 0108 0200 0106 0107 0109 0207 0204 0204 0000 0000 0103 0105 0108 0109 0106 0106 0106 0107 0104 0104
H463 ,  0105 0106 0105 0106 0108 0109 0107 0108 0200 0201 0203 0204 0000 0000 0104 0105 0108 0108 0105 0106 0106 0106 0104 0104
H464 ,  0105 0107 0105 0105 0108 0108 0106 0107 0200 0200 0204 0204 0000 0000 0103 0104 0108 0108 0106 0107 0106 0107 0104 0105
H465 ,  0105 0105 0106 0106 0108 0200 0106 0108 0200 0201 0203 0205 0000 0000 0104 0106 0108 0108 0106 0106 0105 0106 0104 0104
H490 ,  0105 0106 0105 0105 0109 0109 0106 0107 0109 0109 0203 0204 0000 0000 0103 0107 0108 0108 0106 0107 0106 0106 0104 0104
H561 ,  0105 0106 0105 0105 0108 0109 0106 0108 0200 0201 0203 0204 0000 0000 0104 0104 0108 0108 0106 0106 0106 0106 0104 0104
H562 ,  0106 0106 0105 0106 0109 0109 0106 0107 0109 0109 0203 0204 0000 0000 0104 0105 0108 0108 0106 0107 0106 0106 0104 0104
H563 ,  0106 0106 0105 0106 0108 0109 0106 0106 0200 0201 0203 0204 0104 0104 0103 0103 0108 0108 0106 0106 0106 0107 0104 0104
H570 ,  0106 0106 0105 0105 0108 0109 0107 0107 0200 0200 0203 0204 0000 0000 0104 0105 0108 0108 0105 0106 0106 0107 0104 0104
H571 ,  0105 0105 0106 0106 0108 0108 0106 0107 0201 0208 0203 0203 0000 0000 0103 0105 0108 0108 0106 0106 0105 0106 0104 0105
H572 ,  0105 0106 0105 0105 0109 0109 0106 0107 0200 0201 0204 0204 0000 0000 0102 0103 0108 0108 0106 0106 0106 0106 0104 0105
H573 ,  0105 0106 0105 0106 0108 0108 0107 0107 0109 0200 0203 0205 0000 0000 0103 0105 0108 0108 0106 0106 0106 0107 0104 0104
H7372 ,  0104 0106 0105 0106 0108 0108 0106 0106 0200 0200 0203 0204 0000 0000 0104 0105 0108 0108 0106 0107 0106 0107 0104 0104
H7373 ,  0105 0106 0104 0105 0108 0200 0106 0106 0109 0200 0204 0205 0104 0105 0104 0105 0108 0108 0106 0106 0106 0107 0104 0105
H7374 ,  0105 0105 0105 0105 0108 0109 0107 0108 0200 0200 0202 0203 0104 0104 0104 0105 0108 0108 0106 0107 0107 0107 0104 0104
H7375 ,  0104 0106 0106 0106 0108 0108 0106 0107 0109 0200 0203 0204 0000 0000 0102 0105 0108 0108 0106 0106 0107 0107 0104 0104
H7376 ,  0105 0106 0105 0106 0109 0109 0107 0107 0200 0200 0204 0205 0000 0000 0103 0104 0108 0108 0106 0107 0106 0106 0104 0104
H7377 ,  0106 0106 0105 0106 0108 0108 0106 0107 0109 0200 0204 0205 0000 0000 0104 0105 0108 0108 0106 0106 0106 0106 0104 0104
Pop
Pop
