12 11 295 3
Loc_1
Loc_2
Loc_3
Loc_4
Loc_5
Loc_6
Loc_7
Loc_8
Loc_9
Loc_10
Loc_11
1   168152 193189 185177 199199 246238 149149 148138 180180 160156 173169 149149
1   164148 189181 177173 207195 246238      0 148144 184180 168164 165161 149149
1   164160 189189 177173 207207 250242      0 150138 186182 168156 173169 149149
1   164164 189185 177169 203199 246238      0 150146 186180 172160 169165 149149
1   164160 185185 177173 203199 242234      0 146128 184184 156156 173173 153149
1   168160 197189 181177 203199 246238      0 152128 186186 168156 177173 149149
1   164160 193185 181173 207207 254230      0 150134 180180 168156 173165 153149
1   164164 189185 173169 207203 258246      0 140134 186184 160156 169165 149149
1   160156 193189 165165 203203 242238      0 146142 186184 168160 169169 149149
1   160156 193185 177173 207199 246238      0 128128 186184 168160 173161 151149
1   164160 185181 173173 207199 250238      0      0 186180 172168 165165 149149
1   152148 193189 193181 203199 250238      0 138138 186184 164164 177173 149149
1   168164 193185 173173 211207 246242      0 152142 180180 160156 177169 149149
1   164160 197189 185165 275207 238230      0 146146 186186 164152 165165 157149
1   168164 189189 169165 199195 250246      0 142138 180180 164160 165165 149149
1   164160 193193 185165 203195 242242      0 148134 186182 168160 173161 149149
1   156152 193181 173169 291203 250242      0 138136 184184 164156 173161 149149
1   168156 189181 173165 203199 254242      0 152128 180180 172164 169149 149149
1   168160 189181 177169 207203 242238      0 152148 186184 164156 169161 149149
1   164164 193189 165165 211199 246242 149149 148146 186180 160160 169165 149149
1   164152 189181 177165 203199 246242 149149 148146 184182 172168 169169 149149
1   168160 189185 177165 203195 242238 153149 150138 186180 164156 165161 153149
1   156156 193185 177165 207199 246246 149149 152128 186180 172164 165165 149149
1   160144 193181 165165 199199 246242 149149 148134 186186 172156 173169 149149
1   168164 189181 173165 211203 250238 151149 146134 184182 172164 169165 151149
1   168164 181181 177165 203195 238234 157149 158138 186182 176160 169165 157149
1   160156 189185 177177 207207 250246 149149 152134 184180 172172 169165 149149
1   160156 193185 177165 275275 254250 153149 152146 184182 164164 169165 153149
1   176160 197189 165165 207199 250250 157149 138128 186184 164160 173169 157149
1   156152 193185 193177 203199 246238 149149 164152 186180 172160 173169 149149
1   168164 189181 169165 203203 250246 149149 156138 184184 168160 177169 149149
1   156144 193185 177173 275207 250246 151149 148134 186186 160156 169161 151149
1   160156 189189 177173 211207 250250 155149 152134 186180 172172 173169 155149
1   164156 189181 169165 199195 246242 149149 142128 186180 172160 165165 149149
1   152152 193185 173165 215203 242238 149149 152146 184180 172172 169169 149149
1   156148 193181 173173 207203 246242 149149 152136 180180 164160 177173 149149
1   160156 193185 165165 215195 250238 149149 134134 186180 164160 165165 149149
1   176152 185185 177165 203199 246238 149149 160146 180180 172164 173165 149149
1   164156 185185 181177 203195 246246      0 138128 186184 172168 165161 149149
1   164160 193185 181165 207203 254230      0 150136 180180 168156 173165 149149
1   156152 193189 181177 207195 242238      0 146142 180180 164164 169161 149149
1   160156 193193 181177 215207 246238      0 158134 186184 176168 169165 149149
1   164156 189181 177177 207207 254246      0 150146 186180 172172 169165 149149
1   156144 193185 173165 291275 246238      0 130128 186184 160156 165161 149149
1   160152 185185 177173 199195 254238      0 142134 186180 160156 165165 149149
1   160160 189185 177177 207199 250238      0 164134 186184 172168 169169 149149
1   160156 185181 177173 207199 254242      0 150142 182180 172168 177169 149149
1   156156 189185 173165 207207 254246      0 150146 186180 172164 169153 149149
1   164156 185185 181165 199195 242242      0 146146 186186 164160 165165 153149
1   168152 185185 181165 203203 254238      0 146138 186186 164160 173165 153149
1   168164 189189 169165 203195 246230      0 148144 186180 164160 173169 149149
1   156152 205189 173165 207199 250238      0 152148 180180 172160 173161 149149
1   164156 189185 173165 199191 238238 149149 152150 186180 172164 169161 149149
1   160152 189189 181165 203199 250250      0 146128 186180 172160 173173 149149
1   160156 193185 177165 211207 258238      0 164146 186180 164156 173165 151149
1   164160 181181 177165 199199 250238      0 152146 186180 172160 169169 149149
1   168156 189185 173165 207199 238238      0 138138 186180 164156 165161 153149
1   164160 185181 173165 207203 250230      0 136134 186186 168160 173165 149149
1   164164 185181 177165 207199 250238      0 152142 182180 172156 169169 149149
1   160160 189185 177165 199195 242242      0 148134 184180 168156 173165 149149
1   164156 185181 177165 203195 246242      0 160138 186184 168160 161161 149149
1   168152 185185 181173 211199 238238      0 150146 186186 172164 165161 153153
1   164164 189181 173169 207207 246238      0 152146 186180 172172 169165 149149
1   156156 185181 173165 203199 238238      0 138138 186180 164156 165161 149149
1   164152 197185 173173 203203 254250      0 160146 186184 164160 173153 153149
1   164156 185181 173173 199195 242238      0 152146 186180 172160 173169 149149
1   156148 185181 181173 207203 242238      0 146144 186186 164164 165161 149149
1   156156 193181 177173 199195 254238      0 152150 186180 172160 173169 149149
1   160160 193189 173165 195195 254250      0 158138 186184 176168 177177 149149
1   160156 185185 181165 199195 246242      0 138128 186186 164160 165165 149149
1   164152 197189 169165 203199 250238      0 150128 186182 168156 173169 149149
1   160160 189185 177173 207203 250246      0 164138 186184 172168 169161 149149
1   156156 189181 181165 203203 250246 149149 148136 186186 160160 177165 149149
1   160152 185181 177169 203203 246238 149149 152142 186184 172156 169169 149149
1   160152 185181 165165 203195 246234 149149 142136 186186 160160 177169 149149
1   168160 189189 173169 207203 254234 149149 152148 182180 164164 169165 149149
1   156156 185185 185169 279203 246242 153149 158128 186182 164160 173165 153149
1   164160 193181 177165 215199 246238 151149 146146 186180 160156 173165 151149
1   168164 189189 181165 203199 250238 149149 150150 182180 168156 165161 149149
1   156152 197193 169165 211199 254230 157157 168146 186180 168168 169165 157157
1   164156 185181 177169 203199 242242 149149 140134 184180 156156 169165 149149
1   168156 185181 165165 215211 254246 151149 138138 186186 164156 165161 151149
1   160160 189181 177177 203195 242238 149149 150134 180180 164156 165161 149149
1   164164 193185 169165 219199 246242 149149 148142 186180 160160 169161 149149
1   168164 185185 177165 203203 250238 149149 138138 180180 156156 173161 149149
1   160160 185181 177177 203199 246238 149149 142138 186184 168156 169157 149149
1   164156 185181 177173 215211 254238 149149 152146 180180 172172 169169 149149
1   168160 185185 177169 203199 238238 149149 138138 184182 168160 169165 149149
1   164156 185181 177173 207199 254238 149149 152150 180180 172172 169169 149149
1   164156 189185 177169 207191 238230 149149 148148 186184 168164 173165 149149
1   160160 189185 177177 203195 238238 157149 148142 186180 172168 169161 157149
1   164152 193185 177169 207203 238238 149149 152128 186186 160156 169149 149149
1   160148 189185 173169 207203 246238 149149 144142 186180 156156 169161 149149
1   164160 193193 169165 195195 250242 149149 150134 186184 172160 173165 149149
1   164160 197189 177165 203199 242238 149149 146128 186186 168156 173173 149149
1   164152 185181 169169 207203 246238 149149 146142 186186 164156 169169 149149
1   168156 185185 181165 203199 242238 153149 146138 186186 164160 165165 153149
1   164156 193193 173165 211199 254242 149149 146142 180180 172160 173169 149149
1   168164 189189 165165 203195 250238 149149 150138 186182 168164 169165 149149
1   168156 185185 181165 199195 242238 149149 150150 186180 160156 165161 149149
1   156156 193185 177165 275207 246246 149149 152128 186184 172160 165165 149149
1   168152 193185 177177 207195 238230 153149 168138 182180 164156 169161 153149
1   156148 189189 173173 203195 242238 149149 148134 184180 172156 173165 149149
1   168156 189177 169165 207195 254238 157149 154146 184182 156156 165157 157149
2   160156 189185 185173 207199 250230 153149 152152 194186 168168 169161      0
2   156152 185185 177177 203199 246238 153149 150150 182180 168156 177161 153149
2   168156 189185 177169 203199 238234 149149 164146 186180 160156 181165 149149
2   164156 189185 181173 275199 250238 153149 154152 186184 176156 173169 153149
2   152152 189185 185173 199199 250242 157155 150144 186182 168164 165161 157155
2   156156 189181 173173 207199 250230 153149 152146 194186 168168 173169 153149
2   164156 197181 181169 211203 250242 149149 150136 186182 164156 177161 149149
2   168164 193189 173173 211203 246242 155149 148142 182182 168164 173169 155149
2   164160 193193 173173 203195 242230 155149 148146 182182 168164 169157 155149
2   152152 193189 177169 211203 242238 149149 168128 184184 164160 173165 149149
2   168152 193193 185181 207203 246246      0 128128 186180 164152 169165 149149
2   156148 189185 173173 215203 246242      0 150144 184182 168160 173169 149149
2   160156 197189 169169 203199 238238      0 148142 180180 168160 169157 149149
2   164156 193189 181173 291195 246230      0 146134 186182 168152 169157 149149
2   160156 185185 173173 207195 250242 149149 148146 184180 168156 177165 149149
2   168164 189181 177169 279203 250250      0 152146 186184 168164 173169 149149
2   156156 189185 177173 203195 246238      0 136128 182182 164164 177161 155153
2   172168 193189 169165 199195 250238      0 152136 186186 172156 169157 149149
2   172168 189189 173165 199195 242238      0 148136 186184 164160 169149 157149
2   156156 189189 177173 207195 250246      0 160146 186186 168168 173169 149149
2   156156 189185 169165 211195 246234      0 146136 186182 156156 177169 157149
2   168156 189189 173165 203199 242238      0 138136 186184 164160 173169 157155
2   156156 189185 169165 211199 238234      0 138128 186184 168160 173169 149149
2   168152 193189 181177 207199 250234      0 146142 186186 176156 169161 149149
2   160156 189189 181169 223203 242238      0 146146 186180 160156 173169 149149
2   168156 189189 165165 207195 242238      0 146136 186180 156156 173169 157149
2   160152 185181 173169 207187 246242      0 150136 186182 164156 165157 153149
2   156152 189185 181169 195195 246238      0 138128 186182 156156 173169 149149
2   168156 189185 177169 195195 238230      0 150138 184184 160160 169165 157149
2   160156 189185 173165 215207 250230      0 156146 184180 164156 177157 149149
2   168168 189189 169165 199191 238234      0 138128 186184 160156 169169 157149
2   168152 189185 169165 199199 242238      0 152138 186180 156152 169157 149149
2   164152 189185 177169 203199 242230      0 144128 192180 176164 181165 149149
2   168156 189189 165165 203195 242238      0 146138 186184 164160 173169 155149
2   164156 193189 173165 211199 246242      0 146138 184182 168160 169169 157149
2   168156 189189 169165 203199 242238      0 138138 186184 164160 173169 149149
2   168148 189189 173169 211203 246242      0 148142 186182 168156 173173 149149
2   172164 193189 173169 211211 250242      0 148146 182182 172168 185169 155149
2   164160 189189 173173 195195 242230      0 142128 182182 168164 173169 155153
2   168160 193189 173169 203195 246238      0 148146 180180 160156 173165 155149
2   164156 189189 173173 211211 242242      0 148146 184182 164164 169165 149149
2   164160 197193 173173 203199 242238      0 148128 182180 168168 169165 155149
2   160160 189181 177177 199199 258246 149149 142136 184182 168164 173157 149149
2   168164 189189 173169 207203 250250 149149 146142 186182 168164 169169 149149
2   164160 185169 177169 207207 246230 149149 150144 192192 160156 181165 149149
2   160156 185185 173169 207199 254230 149149 150144 192182 168160 173169 149149
2   160152 189189 181165 203203 246246 149149 140134 186182 164160 173165 149149
2   160156 185181 173173 199195 258238 149149 150136 186184 164160 165161 149149
2   172148 189169 173169 207199 246238 149149 146146 186184 164152 169165 149149
2   168160 201193 177177 207203 250238 149149 150134 184184 172164 173169 149149
2   172156 185185 177169 207195 246238 155149 146146 186182 164152 165165 155149
2   160152 189185 181173 199199 250234 155149 146128 192184 164160 177177 155149
2   160152 189185 185173 203199 254238 149149 146130 182182 168168 169165 149149
2   172148 185169 173169 207203 246238 155149 146144 186180 156152 169165 155149
2   164164 193193 177173 207203 242242 149149 136128 186186 176152 169169 149149
2   160148 185181 169169 199195 254242 149149 146128 186186 176168 165165 149149
2   160156 193185 173173 199199 250246 149149 148134 186186 164156 173165 149149
2   156148 189181 177169 203199 238238 149149 150146 186184 164160 181173 149149
2   156156 189189 169165 279191 242230 149149 146134 186184 164152 173165 149149
2   164148 201173 181177 203203 242242 149149 164156 186180 164156 169169 149149
2   164156 193185 177177 279195 242238 149149 146134 186186 176168 169165 149149
2   160156 193189 177169 207199 250246 149149 152128 186184 168168 169169 149149
2   160156 193189 177169 207199 250246 149149 152134 186184 168168 169169 149149
2   164160 193193 177173 279207 250242 149149 134128 186186 176168 169169 149149
2   172168 185185 169165 207203 246246 155149 144140 192180 160156 169169 155149
2   168156 189189 173173 207199 246238 149149 148146 186186 172156 181169 149149
2   152152 193193 177165 203203 242242 149149 168148 186184 168160 165165 149149
2   164156 197193 177169 279211 242230 149149 134128 186186 176160 173169 149149
2   152152 193193 177173 279199 242242 149149 168148 186180 168156 165165 149149
2   168156 193189 185169 203199 242234 149149 146138 186186 168160 169165 149149
2   160160 185181 185173 207203 238230 149149 146140 192180 168160 173169 149149
2   160152 189185 177173 267203 246238 149149 134128 186186 176160 177165 149149
2   168160 193185 177169 267203 250238 149149 150128 186184 172160 169165 149149
2   172156 189185 177169 279199 246242 155149 144134 186180 168160 173169 155149
2   164148 185185 185177 203203 242238 149149 146140 186180 168160 169165 149149
2   160156 189185 181169 207203 246242 155149 146140 192186 160156 173169 155149
2   168156 189189 177173 203199 254242 155149 150136 186186 160156 169165 155149
2   160156 189185 173169 207199 238238 149149 146140 186186 168164 169165 149149
2   168152 189181 177165 211207 242230 149149 146138 186182 168164 169165 149149
2   172156 189185 169165 279203 246230 149149 144140 186180 156152 173169 149149
2   168156 193189 173165 199195 246246 157149 138136 186184 172160 181157 157149
2   160156 189185 169169 207199 242234 155149 146140 186182 164164 165165 155149
2   164160 193193 185177 207207 242238 149149 128128 186180 168148 177169 149149
2   176160 193181 177173 203199 246234 149149 164138 186184 156156 169169 149149
2   160152 185181 177173 207207 250242 149149 150146 186186 168164 169169 149149
2   164164 189185 177165 203199 242242 149149 138128 186184 160152 173169 149149
2   172152 193185 185173 203199 246242 155149 146144 186180 160156 165165 155149
2   160160 197185 169169 279203 254230 149149 146146 186186 176152 165161 149149
2   164156 193193 173173 275199 250246 149149 146130 186182 152152 169165 149149
2   164156 189181 177177 211191 242242 149149 152146 186180 164160 169161 149149
2   160160 193185 177177 207199 238238 149149 164150 186184 176164 173165 149149
2   160156 197189 177169 207203 242230 155149 150146 192186 156152 169165 155149
2   168160 201185 177177 267207 238238 149149 134128 186184 176172 173165 149149
2   164148 185173 177165 203203 246242 149149 140134 182180 160156 169169 149149
2   172156 189185 173169 199199 246246 149149 150136 186186 172156 169165 149149
2   168156 189185 185165 199195 250242 149149 146146 186180 160156 173169 149149
2   160156 189185 173169 207207 250250 149149 152146 186186 168164 169169 149149
2   160156 189189 177169 279207 242242 153149 146140 186186 156152 173169 153149
2   160156 193181 169169 203195 238234 149149 146134 186186 164164 169169 149149
2   168156 189189 185177 211199 242230 149149 152146 184182 176164 173173 149149
2   160156 193185 173169 207207 238238 149149 140134 192180 168160 177161 149149
2   168160 189185 177165 211207 250230 149149 142134 186186 168164 169165 149149
2   152148 189189 181165 203199 242242 149149 154134 186186 164164 173169 149149
2   168160 193189 173173 203195 246230 155149 148128 182180 164156 173157 155149
2   164156 197189 169165 279199 242230 149149 146144 186186 164164 173165 149149
2   152152 193181 177169 203195 242238      0 148148 184184 164160 173165 149149
2   160156 189185 181169 207207 242230      0 140134 186186 168156 173169 149149
2   172156 193189 173165 203199 246246      0 136136 186186 164156 169169 157149
2   172168 193189 185169 199199 246242      0 150146 186184 164160 177165 149149
2   160148 189185 177173 199199 250246      0 152152 194186 168164 169165 149149
2   160148 189185 185181 199199 254250      0 152134 186182 168160 169161 153153
2   164152 189169 173169 199199 242238 149149 146134 186186 168160 173169 149149
2   168156 189189 177173 279199 242242      0 144128 180180 160156 169169 155149
2   164164 185181 177169 275207 242238      0 152146 186184 172164 165165 149149
2   160156 189189 181173 207203 246238      0 128128 186184 164160 177169 149149
2   164156 193185 181173 291203 246242      0 148136 186182 168168 169157 155149
2   168156 201185 181169 207199 238234      0 146134 184180 168164 165161 149149
2   168156 193189 169169 203195 250242      0 150146 192184 172160 169165 149149
2   168160 185185 177177 203199 246238      0 150142 184180 160160 165165 149149
2   172160 185181 173173 203199 230230      0 152152 186180 168160 161161 153149
2   156152 193189 177169 203195 246242      0 168148 186184 168160 165165 149149
2   164156 185185 169169 211203 242242      0 146134 192186 160156 173165 149149
2   168160 193181 177173 203199 254234      0 146140 180180 168160 165161 149149
2   156156 193185 173169 195195 250242      0 152146 184184 164164 169165 149149
2   168164 189189 173173 203195 242230 149149 146128 182180 168156 169157 149149
2   164156 189189 173169 199199 238238 149149 148146 186180 164160 169169 149149
2   168152 189185 177173 203199 254242 149149 150136 186180 156156 181169 149149
2   156156 189189 181177 203199 246238 149149 142134 186186 176160 169165 149149
2   156148 189169 185169 207203 238234 149149 152146 184180 164156 173169 149149
2   168156 189181 173165 203199 246238 149149 136134 186186 172168 181169 149149
2   164164 185181 177169 207199 246238 149149 150138 192184 164156 165161 149149
2   164148 181181 181177 275195 246242 149149 146128 186186 172168 165165 149149
2   168156 189189 169165 199195 246238 157149 138136 186184 160156 169169 157149
2   160152 189185 173169 211199 238234 149149 144130 186182 168160 169165 149149
